u_mag,g_mag,r_mag,i_mag,z_mag
19.064474,17.577763,16.969957,16.725487,16.582941
20.487473,17.979095,16.57136,15.679716,15.292544
19.423098,17.256624,16.41068,16.027243,15.87055
18.540901,17.17667,16.606804,16.375185,16.261164
18.557924,17.159056,16.63978,16.457104,16.403427
17.013754,16.00815,15.719926,15.649588,15.668056
18.891228,17.701984,17.245838,17.096016,17.039848
17.511042,16.02601,15.482251,15.29539,15.242831
18.826328,17.930525,17.666555,17.58436,17.549095
19.590477,17.94421,17.225466,16.925571,16.757812
17.138964,15.758557,15.263226,15.08434,15.014306
19.229485,17.765371,17.237421,16.983305,16.856173
18.770649,17.625,17.271645,17.156498,17.119333
19.126429,17.175533,16.38219,16.11157,15.9594
19.896423,17.789108,16.971869,16.692865,16.53591
18.433722,17.316227,16.956327,16.82295,16.776299
18.382704,17.312052,16.899132,16.737068,16.66417
19.086658,17.827078,17.366104,17.198952,17.139473
19.355827,17.642296,16.977835,16.7487,16.634941
18.909937,17.999228,17.695618,17.572754,17.572783
18.455173,16.691454,16.033754,15.805814,15.691841
16.794655,15.691968,15.794364,15.933809,16.031118
17.801462,16.544928,16.079016,15.892078,15.85647
18.205465,16.599007,15.955744,15.721749,15.612845
19.50193,17.510647,16.740974,16.455578,16.297314
18.200201,16.496576,15.843566,15.598177,15.445434
17.839575,16.865795,16.612919,16.511242,16.51018
17.87455,16.946098,16.736986,16.675837,16.670837
17.859474,16.532682,16.07687,15.867458,15.778835
18.098606,16.141146,15.362982,15.155107,15.017549
18.53346,16.782133,16.103495,15.881045,15.793461
19.142897,17.911541,17.428173,17.260859,17.19505
18.244886,17.256119,16.86853,16.6936,16.621248
19.880312,17.476448,16.527645,16.181883,15.98867
18.680212,17.10161,16.516119,16.276625,16.11784
18.833246,17.259441,16.644371,16.432829,16.337067
17.901974,16.629742,16.195986,16.004416,15.961864
16.944105,15.827012,15.439775,15.269476,15.252505
18.94746,17.941765,17.749979,17.684559,17.722103
18.771515,17.574099,17.146532,16.930424,16.897625
17.9502,16.509144,16.040564,15.863906,15.842665
17.63637,16.34215,15.79749,15.606827,15.568905
16.284952,15.009629,15.164118,15.292119,15.424339
18.786684,16.89554,16.14927,15.892853,15.774365
17.346378,15.999976,15.516122,15.391749,15.36324
19.19036,17.812822,17.288017,17.08558,17.030367
18.568398,16.494944,15.764332,15.466945,15.35338
18.786486,17.666319,17.166023,17.029669,17.008585
17.487314,16.322805,15.882315,15.711623,15.716393
18.042065,16.937874,16.601833,16.44963,16.423515
19.282522,17.334635,16.573391,16.279753,16.130878
19.5131,17.896418,17.368612,17.073568,16.99015
17.740536,16.621208,16.30631,16.147572,16.119467
18.65486,16.940016,16.32128,16.081886,15.946793
18.93946,17.574423,17.126429,16.942535,16.875004
18.41171,16.480959,15.795433,15.547531,15.486473
16.947554,15.814261,15.450784,15.319494,15.302416
17.901773,16.324757,15.684508,15.380964,15.280712
19.013947,17.315775,16.741728,16.50545,16.418993
20.254732,17.747038,16.460419,15.580289,15.157811
18.697496,16.766935,16.052624,15.781778,15.643413
20.350916,17.804518,16.434074,15.763299,15.397245
19.580395,17.59813,16.823668,16.541956,16.408974
18.504585,16.671804,16.00768,15.747065,15.621261
19.35212,17.435856,16.659275,16.363604,16.234278
17.763067,16.119576,15.564338,15.378804,15.331358
19.046923,17.27272,16.560436,16.320948,16.195713
18.794128,17.786896,17.326601,17.199211,17.140175
18.322247,17.406439,17.134766,16.945263,16.93817
18.994736,16.640802,15.660626,15.305973,15.112631
17.802515,16.799473,16.538836,16.440092,16.421457
18.012846,16.220034,15.514073,15.231162,15.076788
18.228376,17.29642,16.96522,16.831064,16.812214
20.577826,17.81862,16.488115,15.978336,15.655509
18.842577,17.459549,16.911469,16.694685,16.576706
16.887651,15.835773,15.8613,15.37749,15.330827
18.179007,16.569809,16.11715,15.585269,15.450232
19.266415,17.913607,17.388063,17.017845,17.129824
18.122606,17.062841,16.71269,16.551077,16.490202
18.453007,16.690012,16.020943,15.789747,15.663325
18.895613,17.131166,16.467451,16.205853,16.099388
18.516817,17.295002,16.806993,16.597996,16.587484
18.414719,17.486706,17.165596,17.05273,17.02258
18.411276,16.64877,15.986869,15.742202,15.654762
17.7843,16.392138,15.866376,15.69747,15.659509
17.16816,16.063202,15.660782,15.538535,15.532299
19.254143,16.929657,15.885954,15.538607,15.394132
18.976536,17.994667,17.570673,17.387594,17.337605
17.042059,15.885938,15.436761,15.318503,15.283641
19.874067,17.633825,16.719046,16.40479,16.246391
18.918673,17.096365,16.334284,16.089281,15.90435
19.988678,17.722881,16.569937,16.145073,15.89363
17.488497,16.261932,15.725326,15.591249,15.508123
18.733677,16.779451,15.919903,15.615091,15.36689
18.513939,17.086514,16.49209,16.292263,16.21139
18.511873,17.400326,17.074907,16.895308,16.914423
18.45762,17.194016,17.380999,17.529728,17.623138
17.669796,16.377254,15.886984,15.713591,15.661416
18.411007,17.209198,16.768135,16.607906,16.548368
20.034618,17.668707,16.62121,16.199316,15.968962
18.519056,17.454094,16.967459,16.738834,16.696486
19.048145,17.182627,16.431839,16.168772,16.061872
20.107788,17.698656,16.372612,15.578847,15.176819
17.920776,16.665903,16.156275,16.013355,15.957614
17.669302,16.124733,15.550253,15.347632,15.25895
17.071823,15.705871,15.218467,15.075816,15.028233
20.070538,17.615168,16.258762,15.683072,15.360704
17.840004,16.526167,16.011715,15.83056,15.744484
20.255903,17.997303,17.030828,16.667564,16.470152
19.002975,16.694643,15.759847,15.135134,15.266088
18.777288,17.642149,17.21725,17.014452,16.9481
17.982405,16.07397,15.375193,15.127872,15.074513
19.559608,17.014124,15.813665,15.396811,15.161318
19.119013,17.194456,16.454247,16.19444,16.049583
17.720612,16.456041,15.916945,15.757681,15.670259
18.646534,17.31617,16.830448,16.671602,16.60347
17.247326,16.567904,16.805347,17.051048,17.186285
17.436138,16.192652,15.774611,15.588335,15.568091
19.748564,17.631872,16.740215,16.43835,16.23916
19.204166,17.78164,17.265827,17.032621,16.945679
19.84059,17.559143,16.487417,16.07992,15.850761
19.840162,17.790825,16.92497,16.655907,16.508728
20.151178,17.586828,16.367878,15.932034,15.684916
17.74925,16.168882,15.469616,15.196923,15.051819
17.21415,16.15192,15.72442,15.605633,15.571949
18.243036,17.051964,16.468222,16.274694,16.208704
19.036894,17.470726,16.882967,16.655663,16.56362
19.107233,17.478157,16.879515,16.67844,16.603226
17.94127,17.07137,16.805973,16.677853,16.67762
18.269768,17.12264,16.6978,16.550713,16.491089
17.80749,16.680605,16.228933,16.09097,16.057026
18.140718,17.14959,16.781126,16.677095,16.64034
19.18082,17.951437,17.458395,17.259876,17.179182
18.176119,17.153519,16.823578,16.707245,16.673994
19.075481,17.363644,16.699663,16.473444,16.36946
20.224426,17.961689,16.970188,16.6337,16.417326
18.813713,17.513903,17.018076,16.894802,16.73593
19.166594,17.501253,16.918722,16.673435,16.567532
17.870594,16.3345,15.774207,15.585838,15.493115
19.196724,17.874609,17.325348,17.06184,16.9569
19.067543,17.137096,16.460592,16.089321,15.963683
18.289923,17.095745,16.737408,16.498411,16.460007
17.630312,16.224638,15.783901,15.516409,15.423473
17.621052,16.05776,15.484025,15.160583,15.024649
18.47109,16.920094,16.334446,16.08561,16.147808
18.622375,17.299913,16.786362,16.505892,16.542337
20.28262,17.776608,16.378185,15.581692,15.321637
18.539038,17.39988,16.94685,16.835255,16.671303
16.29055,15.367631,15.266382,15.033189,15.08203
18.920645,17.889854,17.649109,17.363964,17.319946
17.298733,16.089779,15.755488,15.424411,15.466218
17.937822,16.150923,15.637084,15.213655,15.123513
18.114029,17.16537,16.938042,16.60629,16.61215
18.617235,16.617765,15.94664,15.454031,15.374385
18.853691,17.652931,17.28374,17.161282,17.020897
19.70725,17.006512,15.917614,15.518862,15.23427
17.72366,16.298481,15.895567,15.723968,15.609953
17.757135,16.21509,15.713553,15.474046,15.348101
17.408993,16.205713,15.791172,15.627716,15.600921
18.678118,17.362808,16.873077,16.722855,16.637022
18.403866,17.257048,16.7966,16.639475,16.563759
17.966976,16.510126,15.941756,15.727552,15.671465
17.535725,16.16971,15.594144,15.346217,15.246834
18.200888,16.887695,16.441343,16.266296,16.256674
19.039383,17.751205,17.275824,17.107525,17.002985
17.70805,16.650295,16.650335,16.66357,16.702526
20.235426,17.896812,17.00674,16.671854,16.472803
19.367548,16.989977,16.021927,15.68129,15.509489
18.10306,16.919258,16.50219,16.36287,16.338041
16.670382,15.641116,15.480968,15.479068,15.514364
18.711588,17.59515,17.15593,17.015062,16.937622
17.779043,16.882195,16.661842,16.597916,16.56424
19.101015,16.926102,16.006126,15.666278,15.440103
18.591188,17.046797,16.464901,16.258348,16.15167
18.751122,17.227694,16.667912,16.45743,16.38959
19.35443,17.480627,16.723879,16.433226,16.288284
17.346617,16.239672,15.842908,15.737539,15.680199
20.235516,17.814377,16.709293,16.277285,16.020279
17.797932,16.19619,15.573691,15.317316,15.213956
17.250504,15.887886,15.420106,15.250866,15.204761
19.18165,17.58283,16.939142,16.669445,16.552856
19.34263,17.121737,16.18455,15.815755,15.631816
17.25258,16.044542,15.630996,15.464484,15.448957
17.843586,16.82178,16.440952,16.326063,16.310968
20.045944,17.566862,16.451832,16.048595,15.843755
19.262434,17.9693,17.428272,17.224516,17.10666
18.741116,17.365723,16.801537,16.553177,16.447577
20.05677,17.557182,16.491499,16.068468,15.871582
17.885784,16.846033,16.48497,16.355335,16.304295
18.22206,17.205006,16.836584,16.707602,16.647764
17.874779,16.944332,16.686304,16.682043,16.527443
18.053915,17.099443,16.814884,16.639473,16.630503
18.362768,17.398108,17.117918,17.050966,17.050385
17.781378,16.917,16.564878,16.486216,16.408352
19.371552,17.998594,17.512867,17.420465,17.26134
19.18854,17.11709,16.314962,16.044832,15.886728
19.747295,17.212545,15.940949,15.390049,15.052592
17.783411,16.214027,15.563531,15.231119,15.117221
19.506807,17.769896,17.08648,16.947542,16.772917
17.843985,16.549425,16.000114,15.868183,15.720653
18.568521,17.024128,16.39946,16.178545,15.988499
18.863136,16.65796,15.667237,15.331571,15.041085
20.263414,17.806429,16.52883,15.961429,15.615242
18.70005,17.493296,17.025503,16.889074,16.85429
18.355425,17.38566,17.016361,16.905397,16.865873
17.943464,16.866344,16.50206,16.368904,16.30659
18.337442,17.334642,16.934568,16.741276,16.621904
18.90054,16.92665,16.185843,15.893518,15.796621
19.162447,17.35364,16.702501,16.421112,16.329018
20.12956,17.787872,16.472519,15.765041,15.37665
16.989838,15.797202,15.422537,15.23798,15.207145
18.060358,16.860792,16.315775,16.175303,16.099375
18.226337,17.172329,16.7511,16.589277,16.492636
19.036701,17.989807,17.527605,17.329779,17.216864
17.681252,16.092533,15.514898,15.349612,15.307242
17.464478,16.175116,15.767518,15.547585,15.582527
19.382935,17.683195,17.070219,16.864088,16.738522
19.037699,17.900349,17.408556,17.218933,17.157534
18.90032,17.925972,17.556429,17.429022,17.423727
18.449814,17.347464,16.953552,16.818089,16.784868
18.763433,16.723026,15.978156,15.676796,15.547595
19.18744,17.87741,17.3404,17.156654,17.081549
17.33826,16.448864,16.20928,16.13042,16.114239
19.620161,17.196848,16.124989,15.726705,15.494938
18.143106,16.517807,15.870589,15.626665,15.519294
18.320154,17.21872,16.83817,16.69976,16.641388
17.963064,16.804117,16.544945,16.425741,16.433702
20.433046,17.803621,16.567616,16.038486,15.785149
18.294363,17.378702,17.089249,17.00711,16.987524
17.452358,16.49937,16.070517,15.894961,15.840596
19.55511,17.827253,17.153723,16.878914,16.755514
18.291828,16.784763,16.20927,15.963085,15.874666
18.02799,16.945488,16.588772,16.44736,16.397196
20.501896,17.862299,16.512318,15.766006,15.468334
18.021702,16.563147,16.09764,15.885652,15.756306
17.830875,16.945623,16.680717,16.586767,16.580284
20.151892,17.593794,16.374224,15.920316,15.64645
19.152054,17.659826,17.107529,16.90816,16.807316
18.880394,17.54993,17.086142,16.800983,16.731726
17.820423,16.630657,16.237831,16.102007,16.055845
17.613043,16.27619,15.753417,15.51049,15.400264
18.59493,17.390205,16.979355,16.838764,16.751282
18.2365,16.978092,16.51503,16.317333,16.292915
18.67648,17.733692,17.42266,17.326593,17.289515
18.20866,17.01563,16.595087,16.452682,16.373175
19.7959,17.170053,15.938359,15.463698,15.159404
17.339167,16.133308,15.731974,15.560266,15.497359
18.507767,17.420095,17.110826,16.952715,16.899357
18.669455,16.854528,16.233784,15.986998,15.871527
17.932556,16.556307,15.992625,15.768045,15.69268
17.517666,16.199095,15.751963,15.591588,15.524927
17.776754,16.547192,16.149347,15.997669,15.931672
18.621077,17.387558,16.897425,16.754747,16.691156
19.55145,17.997868,17.351429,17.060463,16.948084
18.096714,16.863188,16.384687,16.162737,16.05543
17.494257,16.497847,16.07591,15.957231,15.915972
17.325577,16.030645,15.572474,15.401044,15.368297
19.502153,17.236122,16.168962,15.715858,15.48203
18.57211,17.644318,17.307894,17.186565,17.15312
16.912655,15.857977,15.497765,15.409122,15.373125
17.337532,16.185633,15.832216,15.647517,15.571097
17.65069,16.69575,16.540148,16.485294,16.451757
18.960625,17.419636,16.835611,16.613665,16.515835
18.447348,17.549309,17.217667,17.105215,17.04986
17.557665,16.735369,16.46793,16.389153,16.30704
18.903534,17.75843,17.329008,17.196783,17.115065
18.941038,17.624462,17.18649,17.024488,17.037434
18.396408,16.638157,15.980405,15.840277,15.788142
20.169783,17.64829,16.392155,15.968006,15.633883
17.90378,16.805006,16.390902,16.308664,16.210106
18.795177,17.279568,16.568834,16.37099,16.14325
19.930601,17.35416,16.251034,15.746215,15.577786
20.354572,17.800875,16.440166,15.972384,15.640338
19.332535,17.443314,16.876371,16.448965,16.231386
18.249178,16.76473,16.241367,15.990046,15.743674
19.371681,17.944815,17.504173,17.188467,17.07095
20.303347,17.887154,16.826765,16.136505,15.860235
19.76167,17.580568,16.6896,16.179804,15.87933
18.899574,17.382624,16.91744,16.578035,16.487019
17.64446,16.776445,16.592428,16.381725,16.34965
17.154495,15.972933,15.628665,15.46345,15.364252
18.309904,16.879135,16.406544,16.15859,16.079212
18.840357,17.353327,16.85368,16.615774,16.51584
20.453873,17.940756,16.595766,15.884288,15.508143
17.92709,16.5712,16.127731,15.888755,15.849035
19.399416,17.315111,16.546349,16.296822,16.170101
17.581146,16.488436,16.154114,16.021297,16.013239
17.967161,16.121836,15.45155,15.189276,15.067279
18.258013,16.602757,15.969036,15.700545,15.583881
19.069324,17.903248,17.506498,17.376003,17.331356
18.387796,17.174559,16.738142,16.585539,16.520264
19.391216,17.7569,17.025438,16.72347,16.574308
17.609226,15.926344,15.324956,15.125463,15.039572
18.729845,17.615732,17.219576,17.07034,17.02193
18.517496,17.566002,17.353458,17.279766,17.284332
18.471565,17.398851,17.013578,16.919758,16.828033
19.81614,17.999191,17.302204,17.02962,16.929085
18.317507,17.076832,16.635986,16.462408,16.351948
18.22454,17.04832,16.629873,16.50596,16.436605
18.447536,17.196526,16.741299,16.558767,16.51137
20.398594,17.867258,16.718082,16.253035,16.024708
18.920206,17.385092,16.791477,16.59298,16.508453
18.905294,17.906742,17.55316,17.425852,17.410292
19.597221,17.893726,17.21592,17.000504,16.85758
17.272064,16.06375,15.57321,15.393672,15.31301
18.82895,16.482988,15.54337,15.255487,15.092441
17.746098,16.84602,16.565111,16.490808,16.463781
16.921013,15.629272,15.717155,15.038808,15.004835
18.896948,17.865715,17.38101,17.20099,17.097738
19.502441,17.78972,17.10075,16.811245,16.651342
19.079384,17.760918,17.299576,17.113068,17.058928
20.449434,17.678602,16.382702,15.850425,15.570933
17.681158,16.4243,15.912301,15.714714,15.622247
19.502916,17.65094,16.928688,16.666233,16.496796
18.862482,17.15698,16.504726,16.244076,16.098206
19.579945,17.274784,16.310877,15.893212,15.615825
18.197468,17.082357,16.664825,16.505718,16.434444
17.196737,15.907701,15.479943,15.314499,15.253835
17.269066,15.824512,15.31827,15.129325,15.025148
18.195265,17.018396,16.6439,16.459017,16.427553
18.909615,17.288284,16.706095,16.459803,16.342922
17.102402,15.84631,15.388535,15.233274,15.17596
19.08267,17.985952,17.576805,17.40261,17.331978
18.874592,16.520233,15.641827,15.351122,15.20857
18.385546,17.25144,17.271439,17.298935,17.35112
17.33823,16.349209,16.04001,15.939278,15.896893
18.59965,17.074018,16.467806,16.268644,16.156075
19.355862,17.184492,16.347906,16.043337,15.860112
20.093298,17.575743,16.50578,16.136913,15.932489
18.24433,16.446053,15.642391,15.382415,15.244817
19.485655,17.485188,16.637693,16.366339,16.174799
18.424591,16.811144,16.135483,15.873487,15.692373
16.960665,16.056711,15.753448,15.613652,15.57673
17.200846,15.97235,15.501597,15.378119,15.30394
20.56904,17.963705,16.569757,15.920211,15.531668
19.176514,17.408106,16.623816,16.279684,16.021917
18.86461,17.387793,16.8402,16.620745,16.495726
18.903582,16.776884,15.945539,15.622117,15.452689
19.986006,17.35807,16.146215,15.624105,15.339452
20.323822,17.73893,16.41223,15.81457,15.512513
18.671354,17.435427,16.943743,16.730545,16.616486
18.052544,16.793858,16.38715,16.186407,16.083572
19.671026,17.784782,17.04855,16.781803,16.642698
18.400192,17.179976,16.689894,16.495533,16.386219
19.244486,17.934822,17.41771,17.20174,17.06361
18.431763,16.445318,15.650043,15.353978,15.168246
18.518862,17.326744,16.802814,16.603062,16.478197
18.887568,17.530317,17.020521,16.83666,16.747105
18.259926,17.057083,16.527008,16.320244,16.199163
17.858463,16.067099,15.445831,15.256857,15.14217
18.889725,16.999556,16.287743,16.05027,15.907975
19.89778,17.876566,17.01774,16.696062,16.50092
17.94572,16.776466,16.351685,16.17255,16.144056
18.768316,16.521433,15.719085,15.431487,15.289912
17.338842,16.170542,15.714096,15.491319,15.563008
19.699776,17.404554,16.335613,15.982123,15.775169
18.314096,17.52093,17.249567,17.140085,17.090065
18.046808,17.112625,16.691591,16.531796,16.451738
19.541231,17.96965,17.37901,17.161276,17.029945
18.953072,17.464853,16.869621,16.659647,16.537113
18.054523,16.89645,16.49758,16.531523,16.32013
18.126934,17.174042,16.849367,16.756262,16.645342
18.229416,16.98948,16.57102,16.437378,16.31808
19.187426,17.558897,16.939548,16.73399,16.630323
